aqi,temperature,humidity,pm2_5,pm10,timestamp,dataSource,_id,location,__v,location.latitude,location.longitude
100,33.0,45.6,16,17,2026-01-14 05:40:05+00:00,synthetic,synth_02914,,0.0,28.6139,77.209
94,34.3,39.5,9,11,2026-01-14 06:40:05+00:00,synthetic,synth_02915,,0.0,28.6139,77.209
96,35.8,40.2,55,58,2026-01-14 07:40:05+00:00,synthetic,synth_02916,,0.0,28.6139,77.209
108,35.6,41.8,56,57,2026-01-14 08:40:05+00:00,synthetic,synth_02917,,0.0,28.6139,77.209
110,36.8,40.7,64,68,2026-01-14 09:40:05+00:00,synthetic,synth_02918,,0.0,28.6139,77.209
104,35.8,39.8,35,37,2026-01-14 10:40:05+00:00,synthetic,synth_02919,,0.0,28.6139,77.209
102,35.1,43.3,38,44,2026-01-14 11:40:05+00:00,synthetic,synth_02920,,0.0,28.6139,77.209
98,35.8,40.1,56,61,2026-01-14 12:40:05+00:00,synthetic,synth_02921,,0.0,28.6139,77.209
95,33.8,43.3,57,62,2026-01-14 13:40:05+00:00,synthetic,synth_02922,,0.0,28.6139,77.209
96,33.9,41.4,35,36,2026-01-14 14:40:05+00:00,synthetic,synth_02923,,0.0,28.6139,77.209
90,31.8,46.4,18,18,2026-01-14 15:40:05+00:00,synthetic,synth_02924,,0.0,28.6139,77.209
94,30.3,52.0,6,7,2026-01-14 16:40:05+00:00,synthetic,synth_02925,,0.0,28.6139,77.209
99,30.7,47.2,43,49,2026-01-14 17:40:05+00:00,synthetic,synth_02926,,0.0,28.6139,77.209
102,30.1,52.2,89,91,2026-01-14 18:40:05+00:00,synthetic,synth_02927,,0.0,28.6139,77.209
99,29.7,49.5,5,5,2026-01-14 19:40:05+00:00,synthetic,synth_02928,,0.0,28.6139,77.209
105,27.4,55.6,16,16,2026-01-14 20:40:05+00:00,synthetic,synth_02929,,0.0,28.6139,77.209
110,28.2,54.6,44,52,2026-01-14 21:40:05+00:00,synthetic,synth_02930,,0.0,28.6139,77.209
104,28.2,55.9,45,46,2026-01-14 22:40:05+00:00,synthetic,synth_02931,,0.0,28.6139,77.209
104,26.5,54.5,40,40,2026-01-14 23:40:05+00:00,synthetic,synth_02932,,0.0,28.6139,77.209
97,29.2,52.1,42,44,2026-01-15 00:40:05+00:00,synthetic,synth_02933,,0.0,28.6139,77.209
86,29.6,51.5,19,21,2026-01-15 01:40:05+00:00,synthetic,synth_02934,,0.0,28.6139,77.209
85,30.8,51.9,13,13,2026-01-15 02:40:05+00:00,synthetic,synth_02935,,0.0,28.6139,77.209
89,32.5,50.7,44,47,2026-01-15 03:40:05+00:00,synthetic,synth_02936,,0.0,28.6139,77.209
97,31.6,47.7,69,80,2026-01-15 04:40:05+00:00,synthetic,synth_02937,,0.0,28.6139,77.209
101,32.6,48.7,30,30,2026-01-15 05:40:05+00:00,synthetic,synth_02938,,0.0,28.6139,77.209
101,35.1,38.9,38,38,2026-01-15 06:40:05+00:00,synthetic,synth_02939,,0.0,28.6139,77.209
108,35.4,41.9,31,32,2026-01-15 07:40:05+00:00,synthetic,synth_02940,,0.0,28.6139,77.209
110,36.8,37.6,37,41,2026-01-15 08:40:05+00:00,synthetic,synth_02941,,0.0,28.6139,77.209
115,36.6,37.3,16,18,2026-01-15 09:40:05+00:00,synthetic,synth_02942,,0.0,28.6139,77.209
110,36.0,36.4,52,57,2026-01-15 10:40:05+00:00,synthetic,synth_02943,,0.0,28.6139,77.209
101,37.3,39.2,66,70,2026-01-15 11:40:05+00:00,synthetic,synth_02944,,0.0,28.6139,77.209
94,35.8,40.5,60,60,2026-01-15 12:40:05+00:00,synthetic,synth_02945,,0.0,28.6139,77.209
92,33.6,43.0,41,41,2026-01-15 13:40:05+00:00,synthetic,synth_02946,,0.0,28.6139,77.209
98,33.6,43.7,5,5,2026-01-15 14:40:05+00:00,synthetic,synth_02947,,0.0,28.6139,77.209
89,32.8,44.4,21,21,2026-01-15 15:40:05+00:00,synthetic,synth_02948,,0.0,28.6139,77.209
96,30.1,49.5,16,16,2026-01-15 16:40:05+00:00,synthetic,synth_02949,,0.0,28.6139,77.209
98,31.4,49.6,42,45,2026-01-15 17:40:05+00:00,synthetic,synth_02950,,0.0,28.6139,77.209
103,28.9,52.9,19,21,2026-01-15 18:40:05+00:00,synthetic,synth_02951,,0.0,28.6139,77.209
110,27.9,54.7,24,24,2026-01-15 19:40:05+00:00,synthetic,synth_02952,,0.0,28.6139,77.209
108,27.5,58.4,45,45,2026-01-15 20:40:05+00:00,synthetic,synth_02953,,0.0,28.6139,77.209
106,29.2,54.4,69,72,2026-01-15 21:40:05+00:00,synthetic,synth_02954,,0.0,28.6139,77.209
99,27.1,57.1,5,5,2026-01-15 22:40:05+00:00,synthetic,synth_02955,,0.0,28.6139,77.209
105,28.3,52.5,53,56,2026-01-15 23:40:05+00:00,synthetic,synth_02956,,0.0,28.6139,77.209
99,29.4,49.4,22,22,2026-01-16 00:40:05+00:00,synthetic,synth_02957,,0.0,28.6139,77.209
104,29.9,50.5,55,59,2026-01-16 01:40:05+00:00,synthetic,synth_02958,,0.0,28.6139,77.209
98,29.9,49.6,5,5,2026-01-16 02:40:05+00:00,synthetic,synth_02959,,0.0,28.6139,77.209
95,32.2,48.7,37,37,2026-01-16 03:40:05+00:00,synthetic,synth_02960,,0.0,28.6139,77.209
97,31.5,47.9,44,45,2026-01-16 04:40:05+00:00,synthetic,synth_02961,,0.0,28.6139,77.209
91,32.6,46.6,34,35,2026-01-16 05:40:05+00:00,synthetic,synth_02962,,0.0,28.6139,77.209
94,34.4,40.2,22,27,2026-01-16 06:40:05+00:00,synthetic,synth_02963,,0.0,28.6139,77.209
97,35.5,40.1,31,31,2026-01-16 07:40:05+00:00,synthetic,synth_02964,,0.0,28.6139,77.209
100,35.2,39.5,53,53,2026-01-16 08:40:05+00:00,synthetic,synth_02965,,0.0,28.6139,77.209
100,36.7,36.8,77,81,2026-01-16 09:40:05+00:00,synthetic,synth_02966,,0.0,28.6139,77.209
100,35.4,37.9,38,38,2026-01-16 10:40:05+00:00,synthetic,synth_02967,,0.0,28.6139,77.209
98,36.4,39.8,38,41,2026-01-16 11:40:05+00:00,synthetic,synth_02968,,0.0,28.6139,77.209
98,34.7,39.3,43,43,2026-01-16 12:40:05+00:00,synthetic,synth_02969,,0.0,28.6139,77.209
95,31.9,43.4,5,5,2026-01-16 13:40:05+00:00,synthetic,synth_02970,,0.0,28.6139,77.209
92,34.4,41.9,39,41,2026-01-16 14:40:05+00:00,synthetic,synth_02971,,0.0,28.6139,77.209
93,32.0,46.2,11,11,2026-01-16 15:40:05+00:00,synthetic,synth_02972,,0.0,28.6139,77.209
99,31.3,47.0,28,33,2026-01-16 16:40:05+00:00,synthetic,synth_02973,,0.0,28.6139,77.209
93,30.1,49.3,51,51,2026-01-16 17:40:05+00:00,synthetic,synth_02974,,0.0,28.6139,77.209
95,28.8,51.0,25,30,2026-01-16 18:40:05+00:00,synthetic,synth_02975,,0.0,28.6139,77.209
91,29.6,52.5,39,40,2026-01-16 19:40:05+00:00,synthetic,synth_02976,,0.0,28.6139,77.209
92,26.9,55.9,16,17,2026-01-16 20:40:05+00:00,synthetic,synth_02977,,0.0,28.6139,77.209
90,27.5,56.0,40,46,2026-01-16 21:40:05+00:00,synthetic,synth_02978,,0.0,28.6139,77.209
83,27.3,56.0,5,5,2026-01-16 22:40:05+00:00,synthetic,synth_02979,,0.0,28.6139,77.209
89,28.7,54.0,34,36,2026-01-16 23:40:05+00:00,synthetic,synth_02980,,0.0,28.6139,77.209
89,27.3,58.6,32,32,2026-01-17 00:40:05+00:00,synthetic,synth_02981,,0.0,28.6139,77.209
87,27.4,55.6,47,51,2026-01-17 01:40:05+00:00,synthetic,synth_02982,,0.0,28.6139,77.209
84,29.9,49.7,18,18,2026-01-17 02:40:05+00:00,synthetic,synth_02983,,0.0,28.6139,77.209
86,32.0,46.8,36,40,2026-01-17 03:40:05+00:00,synthetic,synth_02984,,0.0,28.6139,77.209
79,32.0,45.8,8,10,2026-01-17 04:40:05+00:00,synthetic,synth_02985,,0.0,28.6139,77.209
90,33.8,44.5,25,27,2026-01-17 05:40:05+00:00,synthetic,synth_02986,,0.0,28.6139,77.209
95,33.2,43.2,20,20,2026-01-17 06:40:05+00:00,synthetic,synth_02987,,0.0,28.6139,77.209
105,34.0,41.8,32,32,2026-01-17 07:40:05+00:00,synthetic,synth_02988,,0.0,28.6139,77.209
107,36.5,38.0,25,27,2026-01-17 08:40:05+00:00,synthetic,synth_02989,,0.0,28.6139,77.209
108,35.1,42.0,28,28,2026-01-17 09:40:05+00:00,synthetic,synth_02990,,0.0,28.6139,77.209
105,35.1,40.4,33,35,2026-01-17 10:40:05+00:00,synthetic,synth_02991,,0.0,28.6139,77.209
98,35.5,40.4,51,51,2026-01-17 11:40:05+00:00,synthetic,synth_02992,,0.0,28.6139,77.209
96,35.3,38.0,5,5,2026-01-17 12:40:05+00:00,synthetic,synth_02993,,0.0,28.6139,77.209
93,32.7,43.9,7,7,2026-01-17 13:40:05+00:00,synthetic,synth_02994,,0.0,28.6139,77.209
90,33.2,46.1,11,11,2026-01-17 14:40:05+00:00,synthetic,synth_02995,,0.0,28.6139,77.209
97,32.7,46.3,15,18,2026-01-17 15:40:05+00:00,synthetic,synth_02996,,0.0,28.6139,77.209
97,31.9,48.4,27,28,2026-01-17 16:40:05+00:00,synthetic,synth_02997,,0.0,28.6139,77.209
94,31.1,50.2,34,36,2026-01-17 17:40:05+00:00,synthetic,synth_02998,,0.0,28.6139,77.209
90,29.1,54.0,44,49,2026-01-17 18:40:05+00:00,synthetic,synth_02999,,0.0,28.6139,77.209
94,28.9,51.3,22,22,2026-01-17 19:40:05+00:00,synthetic,synth_03000,,0.0,28.6139,77.209
88,27.3,57.4,15,19,2026-01-17 20:40:05+00:00,synthetic,synth_03001,,0.0,28.6139,77.209
96,27.5,54.3,20,20,2026-01-17 21:40:05+00:00,synthetic,synth_03002,,0.0,28.6139,77.209
94,27.4,58.6,5,5,2026-01-17 22:40:05+00:00,synthetic,synth_03003,,0.0,28.6139,77.209
97,28.7,52.7,38,38,2026-01-17 23:40:05+00:00,synthetic,synth_03004,,0.0,28.6139,77.209
97,28.9,49.4,6,6,2026-01-18 00:40:05+00:00,synthetic,synth_03005,,0.0,28.6139,77.209
89,30.7,48.8,46,46,2026-01-18 01:40:05+00:00,synthetic,synth_03006,,0.0,28.6139,77.209
83,31.0,46.0,51,52,2026-01-18 02:40:05+00:00,synthetic,synth_03007,,0.0,28.6139,77.209
83,31.6,47.0,28,30,2026-01-18 03:40:05+00:00,synthetic,synth_03008,,0.0,28.6139,77.209
86,32.8,43.2,59,62,2026-01-18 04:40:05+00:00,synthetic,synth_03009,,0.0,28.6139,77.209
87,32.8,45.8,22,25,2026-01-18 05:40:05+00:00,synthetic,synth_03010,,0.0,28.6139,77.209
93,34.9,40.7,49,50,2026-01-18 06:40:05+00:00,synthetic,synth_03011,,0.0,28.6139,77.209
96,34.3,40.9,14,17,2026-01-18 07:40:05+00:00,synthetic,synth_03012,,0.0,28.6139,77.209
93,35.8,35.7,33,35,2026-01-18 08:40:05+00:00,synthetic,synth_03013,,0.0,28.6139,77.209
97,36.4,37.4,30,32,2026-01-18 09:40:05+00:00,synthetic,synth_03014,,0.0,28.6139,77.209
100,35.1,38.5,20,25,2026-01-18 10:40:05+00:00,synthetic,synth_03015,,0.0,28.6139,77.209
98,34.5,41.3,7,7,2026-01-18 11:40:05+00:00,synthetic,synth_03016,,0.0,28.6139,77.209
98,35.5,41.3,18,18,2026-01-18 12:40:05+00:00,synthetic,synth_03017,,0.0,28.6139,77.209
92,33.8,41.8,13,17,2026-01-18 13:40:05+00:00,synthetic,synth_03018,,0.0,28.6139,77.209
93,31.8,47.5,50,50,2026-01-18 14:40:05+00:00,synthetic,synth_03019,,0.0,28.6139,77.209
94,31.5,48.6,37,40,2026-01-18 15:40:05+00:00,synthetic,synth_03020,,0.0,28.6139,77.209
91,30.9,49.6,11,11,2026-01-18 16:40:05+00:00,synthetic,synth_03021,,0.0,28.6139,77.209
104,31.7,45.3,54,58,2026-01-18 17:40:05+00:00,synthetic,synth_03022,,0.0,28.6139,77.209
99,31.3,48.1,74,78,2026-01-18 18:40:05+00:00,synthetic,synth_03023,,0.0,28.6139,77.209
109,29.2,54.6,46,49,2026-01-18 19:40:05+00:00,synthetic,synth_03024,,0.0,28.6139,77.209
105,27.7,55.5,41,41,2026-01-18 20:40:05+00:00,synthetic,synth_03025,,0.0,28.6139,77.209
101,29.3,52.5,68,69,2026-01-18 21:40:05+00:00,synthetic,synth_03026,,0.0,28.6139,77.209
90,26.0,58.4,5,5,2026-01-18 22:40:05+00:00,synthetic,synth_03027,,0.0,28.6139,77.209
97,28.2,54.4,8,12,2026-01-18 23:40:05+00:00,synthetic,synth_03028,,0.0,28.6139,77.209
96,30.5,50.4,31,35,2026-01-19 00:40:05+00:00,synthetic,synth_03029,,0.0,28.6139,77.209
93,29.8,50.6,55,56,2026-01-19 01:40:05+00:00,synthetic,synth_03030,,0.0,28.6139,77.209
97,30.3,51.1,37,38,2026-01-19 02:40:05+00:00,synthetic,synth_03031,,0.0,28.6139,77.209
97,32.1,45.9,47,48,2026-01-19 03:40:05+00:00,synthetic,synth_03032,,0.0,28.6139,77.209
94,32.8,44.2,5,8,2026-01-19 04:40:05+00:00,synthetic,synth_03033,,0.0,28.6139,77.209
94,33.0,44.1,5,8,2026-01-19 05:40:05+00:00,synthetic,synth_03034,,0.0,28.6139,77.209
87,35.7,40.6,35,42,2026-01-19 06:40:05+00:00,synthetic,synth_03035,,0.0,28.6139,77.209
90,34.8,41.2,24,27,2026-01-19 07:40:05+00:00,synthetic,synth_03036,,0.0,28.6139,77.209
100,36.1,36.5,36,41,2026-01-19 08:40:05+00:00,synthetic,synth_03037,,0.0,28.6139,77.209
107,35.8,40.7,45,50,2026-01-19 09:40:05+00:00,synthetic,synth_03038,,0.0,28.6139,77.209
105,35.3,43.5,66,68,2026-01-19 10:40:05+00:00,synthetic,synth_03039,,0.0,28.6139,77.209
103,35.2,38.4,19,21,2026-01-19 11:40:05+00:00,synthetic,synth_03040,,0.0,28.6139,77.209
96,33.5,42.0,25,25,2026-01-19 12:40:05+00:00,synthetic,synth_03041,,0.0,28.6139,77.209
91,34.0,46.3,33,35,2026-01-19 13:40:05+00:00,synthetic,synth_03042,,0.0,28.6139,77.209
96,33.9,42.9,61,63,2026-01-19 14:40:05+00:00,synthetic,synth_03043,,0.0,28.6139,77.209
94,30.5,50.2,8,8,2026-01-19 15:40:05+00:00,synthetic,synth_03044,,0.0,28.6139,77.209
96,30.7,48.5,76,79,2026-01-19 16:40:05+00:00,synthetic,synth_03045,,0.0,28.6139,77.209
97,29.1,52.6,20,21,2026-01-19 17:40:05+00:00,synthetic,synth_03046,,0.0,28.6139,77.209
98,31.3,48.1,61,63,2026-01-19 18:40:05+00:00,synthetic,synth_03047,,0.0,28.6139,77.209
98,29.9,51.8,71,75,2026-01-19 19:40:05+00:00,synthetic,synth_03048,,0.0,28.6139,77.209
100,27.3,56.0,8,10,2026-01-19 20:40:05+00:00,synthetic,synth_03049,,0.0,28.6139,77.209
102,26.4,56.6,16,17,2026-01-19 21:40:05+00:00,synthetic,synth_03050,,0.0,28.6139,77.209
99,28.6,53.3,19,20,2026-01-19 22:40:05+00:00,synthetic,synth_03051,,0.0,28.6139,77.209
105,28.9,51.5,48,56,2026-01-19 23:40:05+00:00,synthetic,synth_03052,,0.0,28.6139,77.209
99,28.5,54.3,11,11,2026-01-20 00:40:05+00:00,synthetic,synth_03053,,0.0,28.6139,77.209
98,29.6,52.6,51,53,2026-01-20 01:40:05+00:00,synthetic,synth_03054,,0.0,28.6139,77.209
97,30.2,48.7,49,50,2026-01-20 02:40:05+00:00,synthetic,synth_03055,,0.0,28.6139,77.209
93,34.3,42.7,68,72,2026-01-20 03:40:05+00:00,synthetic,synth_03056,,0.0,28.6139,77.209
99,31.7,48.3,53,60,2026-01-20 04:40:05+00:00,synthetic,synth_03057,,0.0,28.6139,77.209
101,33.0,43.3,22,25,2026-01-20 05:40:05+00:00,synthetic,synth_03058,,0.0,28.6139,77.209
97,36.7,36.8,70,79,2026-01-20 06:40:05+00:00,synthetic,synth_03059,,0.0,28.6139,77.209
106,35.7,44.0,29,29,2026-01-20 07:40:05+00:00,synthetic,synth_03060,,0.0,28.6139,77.209
109,35.3,40.6,36,36,2026-01-20 08:40:05+00:00,synthetic,synth_03061,,0.0,28.6139,77.209
113,35.9,34.3,5,5,2026-01-20 09:40:05+00:00,synthetic,synth_03062,,0.0,28.6139,77.209
111,36.5,37.7,67,68,2026-01-20 10:40:05+00:00,synthetic,synth_03063,,0.0,28.6139,77.209
107,35.1,39.4,10,11,2026-01-20 11:40:05+00:00,synthetic,synth_03064,,0.0,28.6139,77.209
103,34.2,42.4,54,59,2026-01-20 12:40:05+00:00,synthetic,synth_03065,,0.0,28.6139,77.209
102,33.8,44.4,37,37,2026-01-20 13:40:05+00:00,synthetic,synth_03066,,0.0,28.6139,77.209
94,33.8,37.7,40,42,2026-01-20 14:40:05+00:00,synthetic,synth_03067,,0.0,28.6139,77.209
89,33.2,45.2,38,38,2026-01-20 15:40:05+00:00,synthetic,synth_03068,,0.0,28.6139,77.209
91,32.3,46.7,28,28,2026-01-20 16:40:05+00:00,synthetic,synth_03069,,0.0,28.6139,77.209
93,31.3,47.2,30,32,2026-01-20 17:40:05+00:00,synthetic,synth_03070,,0.0,28.6139,77.209
98,28.9,51.8,21,25,2026-01-20 18:40:05+00:00,synthetic,synth_03071,,0.0,28.6139,77.209
108,27.9,52.6,23,23,2026-01-20 19:40:05+00:00,synthetic,synth_03072,,0.0,28.6139,77.209
108,26.5,58.5,56,60,2026-01-20 20:40:05+00:00,synthetic,synth_03073,,0.0,28.6139,77.209
103,29.3,53.7,63,63,2026-01-20 21:40:05+00:00,synthetic,synth_03074,,0.0,28.6139,77.209
100,27.7,57.9,47,50,2026-01-20 22:40:05+00:00,synthetic,synth_03075,,0.0,28.6139,77.209
108,28.0,55.8,28,28,2026-01-20 23:40:05+00:00,synthetic,synth_03076,,0.0,28.6139,77.209
103,30.0,50.0,32,32,2026-01-21 00:40:05+00:00,synthetic,synth_03077,,0.0,28.6139,77.209
104,28.8,51.0,30,30,2026-01-21 01:40:05+00:00,synthetic,synth_03078,,0.0,28.6139,77.209
104,31.7,48.8,61,66,2026-01-21 02:40:05+00:00,synthetic,synth_03079,,0.0,28.6139,77.209
103,32.3,49.1,74,79,2026-01-21 03:40:05+00:00,synthetic,synth_03080,,0.0,28.6139,77.209
93,32.9,44.3,43,46,2026-01-21 04:40:05+00:00,synthetic,synth_03081,,0.0,28.6139,77.209
95,31.8,46.8,12,12,2026-01-21 05:40:05+00:00,synthetic,synth_03082,,0.0,28.6139,77.209
102,34.4,40.0,26,33,2026-01-21 06:40:05+00:00,synthetic,synth_03083,,0.0,28.6139,77.209
109,34.7,40.1,10,10,2026-01-21 07:40:05+00:00,synthetic,synth_03084,,0.0,28.6139,77.209
112,36.4,38.0,54,59,2026-01-21 08:40:05+00:00,synthetic,synth_03085,,0.0,28.6139,77.209
114,35.9,39.2,38,42,2026-01-21 09:40:05+00:00,synthetic,synth_03086,,0.0,28.6139,77.209
106,36.2,35.9,22,23,2026-01-21 10:40:05+00:00,synthetic,synth_03087,,0.0,28.6139,77.209
96,35.6,38.2,15,15,2026-01-21 11:40:05+00:00,synthetic,synth_03088,,0.0,28.6139,77.209
94,34.2,43.9,42,42,2026-01-21 12:40:05+00:00,synthetic,synth_03089,,0.0,28.6139,77.209
93,33.9,40.2,42,50,2026-01-21 13:40:05+00:00,synthetic,synth_03090,,0.0,28.6139,77.209
92,33.4,44.9,66,69,2026-01-21 14:40:05+00:00,synthetic,synth_03091,,0.0,28.6139,77.209
92,34.2,43.2,43,45,2026-01-21 15:40:05+00:00,synthetic,synth_03092,,0.0,28.6139,77.209
105,30.8,46.9,30,33,2026-01-21 16:40:05+00:00,synthetic,synth_03093,,0.0,28.6139,77.209
108,30.0,48.1,31,34,2026-01-21 17:40:05+00:00,synthetic,synth_03094,,0.0,28.6139,77.209
106,29.4,53.0,73,76,2026-01-21 18:40:05+00:00,synthetic,synth_03095,,0.0,28.6139,77.209
106,29.1,51.2,12,14,2026-01-21 19:40:05+00:00,synthetic,synth_03096,,0.0,28.6139,77.209
104,29.2,50.2,43,43,2026-01-21 20:40:05+00:00,synthetic,synth_03097,,0.0,28.6139,77.209
99,29.9,47.8,37,41,2026-01-21 21:40:05+00:00,synthetic,synth_03098,,0.0,28.6139,77.209
99,27.5,54.4,41,41,2026-01-21 22:40:05+00:00,synthetic,synth_03099,,0.0,28.6139,77.209
99,27.7,55.2,18,18,2026-01-21 23:40:05+00:00,synthetic,synth_03100,,0.0,28.6139,77.209
108,29.5,51.2,14,14,2026-01-22 00:40:05+00:00,synthetic,synth_03101,,0.0,28.6139,77.209
105,30.0,51.2,69,73,2026-01-22 01:40:05+00:00,synthetic,synth_03102,,0.0,28.6139,77.209
96,31.9,46.9,22,25,2026-01-22 02:40:05+00:00,synthetic,synth_03103,,0.0,28.6139,77.209
95,29.3,52.2,5,5,2026-01-22 03:40:05+00:00,synthetic,synth_03104,,0.0,28.6139,77.209
95,32.4,44.9,15,15,2026-01-22 04:40:05+00:00,synthetic,synth_03105,,0.0,28.6139,77.209
98,33.6,46.6,37,41,2026-01-22 05:40:05+00:00,synthetic,synth_03106,,0.0,28.6139,77.209
99,34.2,43.4,38,40,2026-01-22 06:40:05+00:00,synthetic,synth_03107,,0.0,28.6139,77.209
103,37.7,34.3,33,37,2026-01-22 07:40:05+00:00,synthetic,synth_03108,,0.0,28.6139,77.209
104,34.6,41.7,33,33,2026-01-22 08:40:05+00:00,synthetic,synth_03109,,0.0,28.6139,77.209
109,34.5,40.0,5,5,2026-01-22 09:40:05+00:00,synthetic,synth_03110,,0.0,28.6139,77.209
106,37.3,35.5,54,58,2026-01-22 10:40:05+00:00,synthetic,synth_03111,,0.0,28.6139,77.209
108,33.9,42.4,25,25,2026-01-22 11:40:05+00:00,synthetic,synth_03112,,0.0,28.6139,77.209
101,34.9,41.5,26,28,2026-01-22 12:40:05+00:00,synthetic,synth_03113,,0.0,28.6139,77.209
98,34.5,41.8,50,52,2026-01-22 13:40:05+00:00,synthetic,synth_03114,,0.0,28.6139,77.209
94,33.5,41.1,15,18,2026-01-22 14:40:05+00:00,synthetic,synth_03115,,0.0,28.6139,77.209
93,32.1,44.7,41,47,2026-01-22 15:40:05+00:00,synthetic,synth_03116,,0.0,28.6139,77.209
91,30.7,51.5,56,56,2026-01-22 16:40:05+00:00,synthetic,synth_03117,,0.0,28.6139,77.209
91,31.0,50.2,43,51,2026-01-22 17:40:05+00:00,synthetic,synth_03118,,0.0,28.6139,77.209
97,28.6,50.4,19,19,2026-01-22 18:40:05+00:00,synthetic,synth_03119,,0.0,28.6139,77.209
103,27.9,51.0,30,35,2026-01-22 19:40:05+00:00,synthetic,synth_03120,,0.0,28.6139,77.209
100,28.1,50.5,12,12,2026-01-22 20:40:05+00:00,synthetic,synth_03121,,0.0,28.6139,77.209
96,27.2,54.9,40,40,2026-01-22 21:40:05+00:00,synthetic,synth_03122,,0.0,28.6139,77.209
104,26.9,54.7,42,45,2026-01-22 22:40:05+00:00,synthetic,synth_03123,,0.0,28.6139,77.209
109,28.2,54.3,28,32,2026-01-22 23:40:05+00:00,synthetic,synth_03124,,0.0,28.6139,77.209
102,28.3,53.6,37,37,2026-01-23 00:40:05+00:00,synthetic,synth_03125,,0.0,28.6139,77.209
105,28.8,54.2,15,16,2026-01-23 01:40:05+00:00,synthetic,synth_03126,,0.0,28.6139,77.209
97,30.9,47.2,12,15,2026-01-23 02:40:05+00:00,synthetic,synth_03127,,0.0,28.6139,77.209
93,31.7,47.1,35,35,2026-01-23 03:40:05+00:00,synthetic,synth_03128,,0.0,28.6139,77.209
90,32.3,47.7,39,39,2026-01-23 04:40:05+00:00,synthetic,synth_03129,,0.0,28.6139,77.209
92,34.3,41.1,23,28,2026-01-23 05:40:05+00:00,synthetic,synth_03130,,0.0,28.6139,77.209
97,36.3,37.4,71,79,2026-01-23 06:40:05+00:00,synthetic,synth_03131,,0.0,28.6139,77.209
107,36.5,37.7,52,54,2026-01-23 07:40:05+00:00,synthetic,synth_03132,,0.0,28.6139,77.209
102,36.1,41.3,54,60,2026-01-23 08:40:05+00:00,synthetic,synth_03133,,0.0,28.6139,77.209
103,36.7,38.4,12,12,2026-01-23 09:40:05+00:00,synthetic,synth_03134,,0.0,28.6139,77.209
105,35.3,39.2,50,59,2026-01-23 10:40:05+00:00,synthetic,synth_03135,,0.0,28.6139,77.209
108,35.5,38.3,43,44,2026-01-23 11:40:05+00:00,synthetic,synth_03136,,0.0,28.6139,77.209
112,36.4,37.0,79,82,2026-01-23 12:40:05+00:00,synthetic,synth_03137,,0.0,28.6139,77.209
97,33.6,41.8,38,39,2026-01-23 13:40:05+00:00,synthetic,synth_03138,,0.0,28.6139,77.209
96,31.7,49.4,26,26,2026-01-23 14:40:05+00:00,synthetic,synth_03139,,0.0,28.6139,77.209
95,33.5,44.1,34,36,2026-01-23 15:40:05+00:00,synthetic,synth_03140,,0.0,28.6139,77.209
98,29.7,50.4,45,58,2026-01-23 16:40:05+00:00,synthetic,synth_03141,,0.0,28.6139,77.209
95,29.9,54.2,33,37,2026-01-23 17:40:05+00:00,synthetic,synth_03142,,0.0,28.6139,77.209
94,29.2,53.7,21,23,2026-01-23 18:40:05+00:00,synthetic,synth_03143,,0.0,28.6139,77.209
99,29.6,49.3,44,45,2026-01-23 19:40:05+00:00,synthetic,synth_03144,,0.0,28.6139,77.209
105,28.1,53.3,47,53,2026-01-23 20:40:05+00:00,synthetic,synth_03145,,0.0,28.6139,77.209
102,28.0,51.4,8,8,2026-01-23 21:40:05+00:00,synthetic,synth_03146,,0.0,28.6139,77.209
100,25.7,56.0,12,12,2026-01-23 22:40:05+00:00,synthetic,synth_03147,,0.0,28.6139,77.209
99,29.1,53.8,67,77,2026-01-23 23:40:05+00:00,synthetic,synth_03148,,0.0,28.6139,77.209
93,29.9,50.4,28,29,2026-01-24 00:40:05+00:00,synthetic,synth_03149,,0.0,28.6139,77.209
90,30.3,49.1,35,35,2026-01-24 01:40:05+00:00,synthetic,synth_03150,,0.0,28.6139,77.209
83,30.1,51.0,5,5,2026-01-24 02:40:05+00:00,synthetic,synth_03151,,0.0,28.6139,77.209
83,31.2,46.7,11,11,2026-01-24 03:40:05+00:00,synthetic,synth_03152,,0.0,28.6139,77.209
76,32.2,45.7,5,5,2026-01-24 04:40:05+00:00,synthetic,synth_03153,,0.0,28.6139,77.209
81,31.5,45.5,5,5,2026-01-24 05:40:05+00:00,synthetic,synth_03154,,0.0,28.6139,77.209
82,33.9,42.7,27,28,2026-01-24 06:40:05+00:00,synthetic,synth_03155,,0.0,28.6139,77.209
91,36.7,39.2,49,50,2026-01-24 07:40:05+00:00,synthetic,synth_03156,,0.0,28.6139,77.209
93,35.3,40.5,11,12,2026-01-24 08:40:05+00:00,synthetic,synth_03157,,0.0,28.6139,77.209
93,35.5,38.1,33,36,2026-01-24 09:40:05+00:00,synthetic,synth_03158,,0.0,28.6139,77.209
93,35.9,37.7,30,30,2026-01-24 10:40:05+00:00,synthetic,synth_03159,,0.0,28.6139,77.209
90,34.6,37.4,9,11,2026-01-24 11:40:05+00:00,synthetic,synth_03160,,0.0,28.6139,77.209
90,34.2,40.4,40,45,2026-01-24 12:40:05+00:00,synthetic,synth_03161,,0.0,28.6139,77.209
88,35.1,38.8,22,27,2026-01-24 13:40:05+00:00,synthetic,synth_03162,,0.0,28.6139,77.209
